contraindications,dosage,id,labels,local_names,medicinal_uses,philosophy_embodied,preparation,regions,related_healing_practice,scientific_name,spiritual_use
Pregnancy|epilepsy|kidney disease,,339,Plant,,,,Decoction|infusion|steam inhalation|poultice,,,Artemisia afra,
Pregnancy|intestinal obstruction|kidney disease,,340,Plant,,,,Fresh gel topical|juice internal use|powder,,,Aloe ferox,
Pregnancy (high doses)|blood thinners interaction,,341,Plant,,,,Leaf powder|fresh leaves|tea|oil extraction,,,Moringa oleifera,
Pregnancy|fertility attempts|children,,342,Plant,,,,Leaf decoction|bark tea|oil application|tooth sticks,,,Azadirachta indica,
Pregnancy|transplant patients|immunosuppressants,,343,Plant,,,,Tea|tincture|capsules,,,Sutherlandia frutescens,
Pregnancy|liver disease|bleeding disorders,,344,Plant,,,,Root extract|tincture|syrup,,,Pelargonium sidoides,
Pregnancy|diabetes|heart conditions|liver disease,,345,Plant,,,,Raw plant|powder|extract,,,Hoodia gordonii,
Pregnancy|kidney disease|liver disease,,346,Plant,,,,Tea|tincture|oil,,,Buchu,
None known (very safe),,347,Plant,,,,Tea infusion|topical application,,,Rooibos,
Pregnancy|gallstones|peptic ulcers|diabetes meds,,348,Plant,,,,Root tea|capsules|tincture,,,Devil's Claw,
Over-harvesting concern|pregnancy caution,,349,Plant,,,,Bark decoction|powder|chewing sticks,,,Warburgia salutaris,
Internal fruit consumption toxic (except prepared),,350,Plant,,,,Fruit extract|bark decoction|topical application,,,Kigelia africana,
Pregnancy|liver disease|surgery interactions,,351,Plant,,,,Bark decoction|extract|capsules,,,Prunus africana,
Pregnancy|excess doses,,352,Plant,,,,Bark/root decoction|leaf tea,,,Combretum imberbe,
Pregnancy|peptic ulcers|gallstones|heart meds,,353,Plant,,,,Root tea|capsules|tincture,,,Harpagophytum procumbens,
Pregnancy|iron overload|liver disease,,354,Plant,,,,Corm powder|tea|capsules,,,Hypoxis hemerocallidea,
Pregnancy|kidney/liver disease,,355,Plant,,,,Leaf tea|tincture|oil,,,Agathosma betulina,
Pregnancy|SSRI interaction|heart conditions,,356,Plant,,,,Chewing|tea|tincture|powder,,,Sceletium tortuosum,
Pregnancy|psychosis|schizophrenia|heart disease|young people,,357,Plant,,,,Smoking|tea|oil|topical,,,Cannabis sativa,
Direct plant toxic|pregnancy|liver disease,,358,Plant,,,,Tea (caution)|pharmaceutical extracts only,,,Catharanthus roseus,
Pregnancy|low blood pressure|depression|ulcers,,359,Plant,,,,Root decoction|bark preparation,,,Rauvolfia vomitoria,
Cardiac issues|pregnancy|powerful alkaloids,,360,Plant,,,,Bark/seed preparation (caution)|traditional use limited,,,Voacanga africana,
Cardiac disease|pregnancy|many medications|seizures|must screen,,361,Plant,,,,Root bark preparation (ceremonial only)|pharmaceutical extracts,,,Tabernanthe iboga,
None known (very safe),,362,Plant,,,,Gum dissolved in water|powder,,,Acacia senegal,
Low blood pressure caution|pregnancy high doses,,363,Plant,,,,Flower tea (hot or cold)|infusion,,,Hibiscus sabdariffa,
Pregnancy|excessive doses (strong laxative),,364,Plant,,,,Bark/root decoction|leaf poultice,,,Cassia sieberiana,
Highly toxic seeds|cardiac glycosides|pregnancy|self-use dangerous,,365,Plant,,,,Pharmaceutical extraction only (seeds very toxic),,,Strophanthus gratus,
Pregnancy|large doses,,366,Plant,,,,Root decoction|bark tea|topical application,,,Securidaca longipedunculata,
Pregnancy|constipation,,367,Plant,,,,Leaf decoction|bark tea|topical leaf application,,,Combretum molle,
None significant,,368,Plant,,,,Bark decoction|leaf tea|topical application,,,Ziziphus mucronata,
Pregnancy caution,,369,Plant,,,,Bark/root decoction|leaf poultice,,,Bridelia micrantha,
Pregnancy|epilepsy|kidney disease,1 cup tea 3x daily|steam inhalation 2x daily,993,Plant:SoulLayer,African wormwood|Umhlonyane (Zulu)|Lengana (Sotho),Malaria|fever|cough|digestive disorders|respiratory infections,Ma'at (natural antimalarial)|Ntu (vital force),Decoction|infusion|steam inhalation|poultice,Southern Africa East Africa,Traditional herbalism|smoke inhalation,Artemisia afra,Spiritual cleansing smoke|protective fumigation
Pregnancy|intestinal obstruction|kidney disease,Topical as needed|juice 50ml daily,994,Plant:SoulLayer,Cape aloe|Bitter aloe|Umhlaba (Xhosa),Wounds|burns|skin conditions|digestive issues|laxative,Ma'at (healing balance)|skin restoration,Fresh gel topical|juice internal use|powder,Southern Africa,Herbalism|wound care,Aloe ferox,Protective planting|spiritual blessing
Pregnancy (high doses)|blood thinners interaction,1-2 teaspoons powder daily|fresh leaves in food,995,Plant:SoulLayer,Moringa|Drumstick tree|Zogale (Hausa)|Mlonge (Swahili),Malnutrition|anemia|inflammation|diabetes|high blood pressure,Ntu (vital force restoration)|complete nutrition,Leaf powder|fresh leaves|tea|oil extraction,West Africa East Africa,Traditional herbalism|nutrition therapy,Moringa oleifera,Blessing tree|protective planting
Pregnancy|fertility attempts|children,Tea 2-3x daily|oil topical|tooth stick daily,996,Plant:SoulLayer,Neem|Dogonyaro (Yoruba)|Mwarobaini (Swahili),Malaria|skin diseases|dental care|diabetes|immune boost,Ma'at (balance)|natural pharmacy,Leaf decoction|bark tea|oil application|tooth sticks,West Africa East Africa,Herbalism|dental care|spiritual bathing,Azadirachta indica,Protective planting|spiritual cleansing
Pregnancy|transplant patients|immunosuppressants,1-2 cups tea daily|300-800mg capsules,997,Plant:SoulLayer,Cancer bush|Kankerbos|Unwele (Xhosa),Cancer support|immune boost|diabetes|stress|TB support,Ubuntu (community healing)|hope medicine,Tea|tincture|capsules,Southern Africa,Traditional herbalism|spiritual healing,Sutherlandia frutescens,Prayer blessing|spiritual strength
Pregnancy|liver disease|bleeding disorders,30 drops 3x daily|syrup per label,998,Plant:SoulLayer,African geranium|Umckaloabo (Zulu),Respiratory infections|bronchitis|sinusitis|TB,Ma'at (respiratory balance)|healing power,Root extract|tincture|syrup,Southern Africa,Herbalism|respiratory therapy,Pelargonium sidoides,Healing blessing|spiritual protection
Pregnancy|diabetes|heart conditions|liver disease,Small amounts|commercial extracts per label,999,Plant:SoulLayer,Hoodia|Ghaap (Afrikaans),Appetite suppression|thirst suppression|energy,San wisdom|survival medicine,Raw plant|powder|extract,Southern Africa,Fasting therapy|traditional herbalism,Hoodia gordonii,Sacred plant|spiritual fasting aid
Pregnancy|kidney disease|liver disease,1-2 cups tea daily|tincture per label,1000,Plant:SoulLayer,Bookoo|Boegoe,Urinary infections|kidney health|inflammation|digestive aid,Khoisan medicine|purification,Tea|tincture|oil,South Africa,Herbalism|ritual washing,Buchu,Spiritual cleansing|purification ritual
None known (very safe),Unlimited consumption safe,1001,Plant:SoulLayer,Red bush tea|Rooiboste,Antioxidant|skin conditions|digestive aid|infant colic|allergies,Ubuntu (communal wellness)|gentle healing,Tea infusion|topical application,South Africa,Herbalism|infant care|skin therapy,Rooibos,Blessing tea|spiritual refreshment
Pregnancy|gallstones|peptic ulcers|diabetes meds,1-2g dried root|400-600mg capsules 3x daily,1002,Plant:SoulLayer,Duiwelsklou|Windhoek|Grapple plant,Arthritis|pain relief|inflammation|digestive bitter,San healing wisdom|pain relief,Root tea|capsules|tincture,Southern Africa,Bone-setting|herbalism,Devil's Claw,Spiritual protection (name)|healing blessing
Over-harvesting concern|pregnancy caution,Small amounts (very powerful)|tea 1 cup 2x daily,1003,Plant:SoulLayer,Pepper-bark tree|Isibhaha (Zulu)|Mulongo (Shona),Malaria|chest infections|fever|stomach ailments|toothache,Powerful healing (endangered)|sacred medicine,Bark decoction|powder|chewing sticks,Southern Africa East Africa,Herbalism|dental care|fever treatment,Warburgia salutaris,Spiritual protection|powerful blessing
Internal fruit consumption toxic (except prepared),Topical use|decoction external only,1004,Plant:SoulLayer,Sausage tree|Umvungutane (Zulu)|Mwegea (Swahili),Skin cancer|wounds|snake bites|breast firming|anti-aging,Powerful medicine|transformative healing,Fruit extract|bark decoction|topical application,Pan-African,Wound healing|skin therapy|spiritual protection,Kigelia africana,Sacred tree|spiritual protection
Pregnancy|liver disease|surgery interactions,50-100mg extract 2x daily,1005,Plant:SoulLayer,African cherry|Red stinkwood|Muiri (Kikuyu),Prostate health|urinary problems|fever|kidney disease,Ma'at (male health balance)|elder medicine,Bark decoction|extract|capsules,Central Africa East Africa,Herbalism|elder care,Prunus africana,Spiritual strength|masculine blessing
Pregnancy|excess doses,1 cup tea 2-3x daily,1006,Plant:SoulLayer,Leadwood|Hardekool|Umbondwe (Zulu),Dysentery|diarrhea|abdominal pain|respiratory infections,Ancient wisdom (tree longevity)|enduring healing,Bark/root decoction|leaf tea,Southern Africa,Herbalism|digestive therapy,Combretum imberbe,Sacred tree|spiritual grounding
Pregnancy|peptic ulcers|gallstones|heart meds,1.5-3g daily in divided doses,1007,Plant:SoulLayer,Devil's Claw (primary species)|Duiwelsklou,Arthritis|rheumatism|digestive bitters|fever,San healing tradition|pain medicine,Root tea|capsules|tincture,Southern Africa Namibia,Bone-setting|herbalism|pain management,Harpagophytum procumbens,Healing blessing|pain relief prayer
Pregnancy|iron overload|liver disease,300-600mg capsules 3x daily|tea,1008,Plant:SoulLayer,African potato|Ilabatheka (Zulu)|Inongwe (Xhosa),Immune boost|HIV support|TB|prostate|urinary health,Ubuntu (community immune support)|vital force,Corm powder|tea|capsules,Southern Africa,Herbalism|immune therapy,Hypoxis hemerocallidea,Strength blessing|spiritual fortification
Pregnancy|kidney/liver disease,1-2g dried leaf 3x daily|tincture per label,1009,Plant:SoulLayer,Buchu (primary species)|Boegoe,UTI|kidney inflammation|rheumatism|digestive aid,Khoisan purification medicine,Leaf tea|tincture|oil,South Africa Western Cape,Ritual washing|herbalism,Agathosma betulina,Spiritual cleansing|purification
Pregnancy|SSRI interaction|heart conditions,50-200mg|traditional chewing method,1010,Plant:SoulLayer,Kanna|Channa|Kougoed,Mood elevation|anxiety|stress|appetite suppression,San mood medicine|spiritual uplift,Chewing|tea|tincture|powder,South Africa,Herbalism|spiritual healing|mental health,Sceletium tortuosum,Spiritual clarity|ceremonial use
Pregnancy|psychosis|schizophrenia|heart disease|young people,Varies widely|microdosing recommended,1011,Plant:SoulLayer,Dagga (South Africa)|Bangi (Swahili)|Indian hemp,Pain|nausea|appetite|glaucoma|muscle spasms,Controversial (criminalized)|traditional medicine vs modern laws,Smoking|tea|oil|topical,Pan-African,Herbalism|pain management|spiritual practices (restricted),Cannabis sativa,Spiritual visions|ceremonial (some traditions)|divination enhancement
Direct plant toxic|pregnancy|liver disease,Only pharmaceutical preparations safe,1012,Plant:SoulLayer,Madagascar periwinkle|Vinca|Chemotherapy source,Diabetes|cancer (pharmaceutical use)|high blood pressure,Ma'at (powerful medicine requiring balance),Tea (caution)|pharmaceutical extracts only,Pan-African (originated Madagascar),Herbalism (historical)|modern pharmaceutical source,Catharanthus roseus,Sacred healing plant|pharmaceutical blessing
Pregnancy|low blood pressure|depression|ulcers,Small amounts (very powerful alkaloids),1013,Plant:SoulLayer,Swizzle stick|African snake root,High blood pressure|mental disorders|snake bites,Powerful medicine requiring expertise,Root decoction|bark preparation,West Africa Central Africa,Herbalism|mental health treatment,Rauvolfia vomitoria,Spiritual protection|mental clarity
Cardiac issues|pregnancy|powerful alkaloids,Traditional small amounts only|pharmaceutical extraction,1014,Plant:SoulLayer,Voacanga,Fever|malaria|mental stimulation|ibogaine precursor,Powerful spiritual medicine|vision plant,Bark/seed preparation (caution)|traditional use limited,West Africa Central Africa,Spiritual healing|traditional herbalism (expert use),Voacanga africana,Spiritual visions|divination|initiation ceremonies
Cardiac disease|pregnancy|many medications|seizures|must screen,Ceremonial doses only (dangerous)|medical supervision required,1015,Plant:SoulLayer,Iboga,Addiction treatment|spiritual initiation|stimulant|fatigue,Bwiti spiritual tradition|powerful initiation medicine,Root bark preparation (ceremonial only)|pharmaceutical extracts,Central Africa (Gabon Cameroon Congo),Spiritual initiation|addiction therapy (clinical)|divination,Tabernanthe iboga,Central to Bwiti religion|spiritual rebirth|ancestral communion
None known (very safe),5-15g daily in water,1016,Plant:SoulLayer,Gum arabic|Kordofan gum,Digestive health|prebiotic|wound healing|kidney protection,Ma'at (gentle healing)|nutritive medicine,Gum dissolved in water|powder,Sahel region West Africa,Herbalism|nutrition|wound care,Acacia senegal,Blessing gum|spiritual offering
Low blood pressure caution|pregnancy high doses,1-2 cups daily (rich color),1017,Plant:SoulLayer,Roselle|Zobo (Hausa)|Karkaday|Bissap,High blood pressure|fever|liver health|kidney health,Ubuntu (communal drink)|cooling medicine,Flower tea (hot or cold)|infusion,West Africa North Africa,Herbalism|nutrition|hydrotherapy,Hibiscus sabdariffa,Celebratory drink|blessing beverage
Pregnancy|excessive doses (strong laxative),1 cup tea 1-2x daily|poultice topical,1018,Plant:SoulLayer,African laburnum|Mpandu (Swahili),Malaria|constipation|skin infections|worms,Powerful purgative medicine,Bark/root decoction|leaf poultice,West Africa Central Africa East Africa,Herbalism|colon cleansing|spiritual bathing,Cassia sieberiana,Cleansing ritual|spiritual purification
Highly toxic seeds|cardiac glycosides|pregnancy|self-use dangerous,Only pharmaceutical preparations,1019,Plant:SoulLayer,Climbing oleander|Poison rope,Heart conditions (pharmaceutical use)|arrow poison historically,Powerful medicine requiring great expertise|life-and-death plant,Pharmaceutical extraction only (seeds very toxic),West Africa Central Africa,Historical use (arrow poison)|modern pharmaceutical source|herbalism (expert only),Strophanthus gratus,Spiritual protection|powerful medicine blessing
Pregnancy|large doses,Small amounts (powerful)|tea 1/2 cup 2x daily,1020,Plant:SoulLayer,Violet tree|Mpesu (Swahili)|Mpulosankana (Zulu),Snakebite|malaria|cough|venereal diseases|aphrodisiac,Powerful protective medicine|snake medicine,Root decoction|bark tea|topical application,Pan-African,Herbalism|spiritual protection|ritual medicine,Securidaca longipedunculata,Spiritual protection|snake bite treatment|cleansing
Pregnancy|constipation,1 cup tea 2-3x daily|poultice topical,1021,Plant:SoulLayer,Velvet bush willow|Umdubu (Zulu)|Mlama (Swahili),Dysentery|diarrhea|stomach ailments|cough|wounds,Ma'at (digestive balance)|gentle healing,Leaf decoction|bark tea|topical leaf application,Southern Africa East Africa,Herbalism|digestive therapy|wound care,Combretum molle,Blessing medicine|spiritual wellness
None significant,1 cup tea 2x daily|poultice topical,1022,Plant:SoulLayer,Buffalo thorn|Blinkblaar wag-'n-bietjie|Umphafa (Zulu),Wounds|diarrhea|respiratory infections|chest pains,Sacred tree (ancestral connection)|protective medicine,Bark decoction|leaf tea|topical application,Southern Africa,Herbalism|wound healing|respiratory therapy,Ziziphus mucronata,Ancestral tree (funeral tradition)|spiritual protection|blessing
Pregnancy caution,1 cup tea 2x daily|topical application,1023,Plant:SoulLayer,Coastal golden leaf|Mufura (Shona)|Muvhombwe,Abdominal pains|diarrhea|wounds|gonorrhea,Protective medicine|cleansing,Bark/root decoction|leaf poultice,Southern Africa East Africa,Herbalism|wound care|digestive therapy,Bridelia micrantha,Spiritual cleansing|protective blessing
